Demo_Task,Fiscal_Period,ESG_Record_ID,Linked_GL_Txn_ID,Entity,Cost_Center,Cost_Center_Name,ESG_Category,Account_Code,Account_Name,Supplier,Invoice_Number,PO_Number,Spend_AUD,Sustainability_KPI,KPI_Target,KPI_Actual,KPI_Attainment_Percent,Carbon_tCO2e,Renewable_Source_Percent,Supplier_ESG_Score,Working_Capital_Impact_AUD,Margin_Impact_Points,Misclassification_Flag,Leakage_Flag,Disclosure_Evidence_Status,Audit_Readiness,Recommended_Action,Approval_Required,Source_File_Target
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0559,TXN006767,PNG01,CORP,"Corporate Head Office","Supplier ESG premium",6010,"Direct Materials","Green Freight",BOB-ESG-0559,PO-ESG-5851,35206.64,"tCO2e avoided",823.50,905.72,110.0,326.96,2.8,96,25396.27,-0.63,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0560,TXN006768,AUS01,NSW,"New South Wales Operations","Sustainable packaging",6010,"Direct Materials",EcoVadis,BOB-ESG-0560,PO-ESG-6606,28323.31,"tCO2e avoided",792.53,788.07,99.4,368.52,94.6,64,39325.53,-0.56,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0561,TXN006769,AUS01,FIN,"Finance & Accounting","Carbon offsets",5300,"Professional Services","Energy Australia",BOB-ESG-0561,PO-ESG-4092,62487.46,supplier_score,624.93,740.50,118.5,383.38,25.7,68,21762.62,-0.74,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0562,TXN006770,AUS01,HR,"Human Resources","Supplier ESG premium",6010,"Direct Materials","Origin Energy",BOB-ESG-0562,PO-ESG-4785,113178.52,renewable_kwh,515.36,401.23,77.9,378.07,55.4,66,-35836.93,-0.44,No,None,Partial,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0563,TXN006771,AUS01,OPS,"Operations & Logistics","Carbon offsets",5300,"Professional Services",EcoVadis,BOB-ESG-0563,PO-ESG-4797,13031.42,supplier_score,569.87,406.85,71.4,87.89,43.6,54,-9283.09,-0.30,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0564,TXN006772,AUS01,QLD,"Queensland Operations","Renewable sourcing premium",6000,"Cost of Goods Sold","Bureau Veritas",BOB-ESG-0564,PO-ESG-2068,91976.62,renewable_kwh,582.03,401.55,69.0,366.34,3.8,79,57851.02,0.13,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0565,TXN006773,AUS01,SA,"South Australia Operations","Waste reduction",5600,Telecommunications,"Origin Energy",BOB-ESG-0565,PO-ESG-8691,99658.51,supplier_score,927.27,696.17,75.1,537.36,1.5,77,60781.89,-0.70,No,None,Missing,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0566,TXN006774,AUS01,NT,"Northern Territory Operations","Energy usage",5110,Utilities,"Climate Active Advisor",BOB-ESG-0566,PO-ESG-9022,118061.57,renewable_kwh,93.79,111.48,118.9,283.51,60.5,63,-43743.45,-0.02,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0567,TXN006775,AUS01,NSW,"New South Wales Operations","Energy usage",5110,Utilities,"Origin Energy",BOB-ESG-0567,PO-ESG-3863,111476.99,renewable_kwh,347.75,237.27,68.2,427.15,0.5,55,-46222.44,-0.49,No,None,Missing,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0568,TXN006776,AUS01,R&D,"Research & Development","Sustainable packaging",6010,"Direct Materials","Sustainable Packaging Co",BOB-ESG-0568,PO-ESG-2087,20914.60,renewable_kwh,289.63,279.44,96.5,137.45,35.7,80,20951.89,-0.65,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0569,TXN006777,AUS01,NT,"Northern Territory Operations","Sustainable packaging",6010,"Direct Materials","Origin Energy",BOB-ESG-0569,PO-ESG-8622,15771.12,renewable_kwh,737.14,625.03,84.8,435.98,50.0,83,80543.62,-0.60,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0570,TXN006778,AUS01,HR,"Human Resources","Renewable sourcing premium",6000,"Cost of Goods Sold","Sustainable Packaging Co",BOB-ESG-0570,PO-ESG-8975,89596.16,waste_kg_reduced,432.75,284.40,65.7,95.96,45.8,89,9174.64,0.14,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0571,TXN006779,AUS01,ACT,"Australian Capital Territory","Sustainable packaging",6010,"Direct Materials","Carbon Neutral Pty Ltd",BOB-ESG-0571,PO-ESG-8176,19887.78,supplier_score,973.07,1158.75,119.1,147.88,5.8,84,47884.29,-0.48,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0572,TXN006780,AUS01,VIC,"Victoria Operations","Supplier ESG premium",6010,"Direct Materials","Climate Active Advisor",BOB-ESG-0572,PO-ESG-8728,1560.04,"tCO2e avoided",670.79,702.35,104.7,381.07,28.8,90,20908.76,-0.57,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0573,TXN006781,PNG01,QLD,"Queensland Operations","Compliance assurance",5320,"Audit Fees","Sustainable Packaging Co",BOB-ESG-0573,PO-ESG-5149,117491.22,waste_kg_reduced,253.97,276.06,108.7,424.10,43.5,90,-28400.47,-0.43,No,None,Partial,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0574,TXN006782,AUS01,R&D,"Research & Development","Fleet emissions",5400,Travel,EcoVadis,BOB-ESG-0574,PO-ESG-2425,86989.55,supplier_score,195.01,188.24,96.5,272.57,36.8,93,52061.07,0.12,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0575,TXN006783,AUS01,ACT,"Australian Capital Territory","Waste reduction",5600,Telecommunications,"Climate Active Advisor",BOB-ESG-0575,PO-ESG-5491,7173.54,supplier_score,469.70,445.41,94.8,135.02,6.4,71,60777.47,-0.65,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0576,TXN006784,AUS01,OPS,"Operations & Logistics","Sustainable packaging",6010,"Direct Materials","Origin Energy",BOB-ESG-0576,PO-ESG-9166,98895.11,renewable_kwh,263.59,178.64,67.8,11.59,12.2,47,9304.21,-0.15,No,None,Partial,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0577,TXN006785,AUS01,CORP,"Corporate Head Office","Carbon offsets",5300,"Professional Services","Carbon Neutral Pty Ltd",BOB-ESG-0577,PO-ESG-9513,65366.72,supplier_score,829.74,1016.99,122.6,47.57,62.7,69,-13620.28,-0.16,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0578,TXN006786,NZL01,FIN,"Finance & Accounting","Compliance assurance",5320,"Audit Fees","Bureau Veritas",BOB-ESG-0578,PO-ESG-3352,62094.48,"tCO2e avoided",803.11,981.10,122.2,6.38,57.4,47,76729.10,0.07,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0579,TXN006787,FJI01,CORP,"Corporate Head Office","Carbon offsets",5300,"Professional Services","Energy Australia",BOB-ESG-0579,PO-ESG-2863,40322.32,audit_evidence_count,156.70,173.48,110.7,232.71,99.2,50,-37478.63,-0.76,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0580,TXN006788,FJI01,ACT,"Australian Capital Territory","Waste reduction",5600,Telecommunications,"Climate Active Advisor",BOB-ESG-0580,PO-ESG-2759,33082.87,renewable_kwh,119.08,137.42,115.4,286.08,55.7,57,-10559.51,-0.70,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0581,TXN006789,AUS01,NT,"Northern Territory Operations","Compliance assurance",5320,"Audit Fees","Origin Energy",BOB-ESG-0581,PO-ESG-6750,81319.66,"tCO2e avoided",850.68,880.75,103.5,16.76,10.6,66,62363.23,0.08,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0582,TXN006790,AUS01,ACT,"Australian Capital Territory","Waste reduction",5600,Telecommunications,"Sustainable Packaging Co",BOB-ESG-0582,PO-ESG-9650,61514.72,"tCO2e avoided",980.06,802.95,81.9,162.69,82.0,86,81223.76,-0.33,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0583,TXN006791,AUS01,SA,"South Australia Operations","Supplier ESG premium",6010,"Direct Materials","Green Freight",BOB-ESG-0583,PO-ESG-4061,76065.04,waste_kg_reduced,417.74,464.76,111.3,418.05,82.3,61,69205.39,0.36,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0584,TXN006792,AUS01,IT,"Information Technology","Sustainable packaging",6010,"Direct Materials","Carbon Neutral Pty Ltd",BOB-ESG-0584,PO-ESG-5131,77500.84,"tCO2e avoided",754.93,592.39,78.5,485.19,38.2,57,-43756.72,-0.37,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0585,TXN006793,FJI01,NSW,"New South Wales Operations","Energy usage",5110,Utilities,"Green Freight",BOB-ESG-0585,PO-ESG-9310,71442.38,renewable_kwh,714.07,871.31,122.0,232.26,36.0,74,64261.06,-0.27,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0586,TXN006794,NZL01,NSW,"New South Wales Operations","Renewable sourcing premium",6000,"Cost of Goods Sold","Energy Australia",BOB-ESG-0586,PO-ESG-2202,91516.29,audit_evidence_count,964.19,804.93,83.5,8.92,16.5,58,-13192.35,-0.11,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0587,TXN006795,AUS01,NT,"Northern Territory Operations","Sustainable packaging",6010,"Direct Materials","Origin Energy",BOB-ESG-0587,PO-ESG-7804,17834.56,"tCO2e avoided",110.97,77.47,69.8,351.56,4.2,65,55943.20,-0.24,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0588,TXN006796,FJI01,FIN,"Finance & Accounting","Supplier ESG premium",6010,"Direct Materials","Carbon Neutral Pty Ltd",BOB-ESG-0588,PO-ESG-8356,84416.38,supplier_score,766.15,840.60,109.7,592.69,81.5,70,55359.73,0.14,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0589,TXN006797,AUS01,ACT,"Australian Capital Territory","Supplier ESG premium",6010,"Direct Materials","Green Freight",BOB-ESG-0589,PO-ESG-7458,12713.57,waste_kg_reduced,624.83,700.60,112.1,378.33,10.2,81,21501.16,0.13,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0590,TXN006798,NZL01,R&D,"Research & Development","Compliance assurance",5320,"Audit Fees",EcoVadis,BOB-ESG-0590,PO-ESG-5483,47049.87,audit_evidence_count,492.06,414.09,84.2,137.53,2.6,55,-39024.45,0.10,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0591,TXN006799,AUS01,FIN,"Finance & Accounting","Energy usage",5110,Utilities,"Energy Australia",BOB-ESG-0591,PO-ESG-8059,52118.97,waste_kg_reduced,459.19,559.82,121.9,105.81,21.8,59,-3325.33,0.35,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0592,TXN006800,AUS01,VIC,"Victoria Operations","Renewable sourcing premium",6000,"Cost of Goods Sold","Energy Australia",BOB-ESG-0592,PO-ESG-7696,111746.57,audit_evidence_count,357.61,393.16,109.9,547.25,26.5,75,-44158.66,0.34,No,None,Partial,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0593,TXN006801,AUS01,IT,"Information Technology","Supplier ESG premium",6010,"Direct Materials","Green Freight",BOB-ESG-0593,PO-ESG-3511,92608.13,renewable_kwh,362.87,417.26,115.0,532.63,70.1,80,-49197.60,-0.76,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0594,TXN006802,AUS01,FIN,"Finance & Accounting","Sustainable packaging",6010,"Direct Materials","Energy Australia",BOB-ESG-0594,PO-ESG-6183,8129.67,"tCO2e avoided",102.74,91.16,88.7,401.34,22.9,70,3042.24,-0.47,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0595,TXN006803,AUS01,OPS,"Operations & Logistics","Renewable sourcing premium",6000,"Cost of Goods Sold","Energy Australia",BOB-ESG-0595,PO-ESG-9801,91908.59,waste_kg_reduced,298.63,196.42,65.8,303.31,46.9,55,69436.53,-0.53,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0596,TXN006804,PNG01,TAS,"Tasmania Operations","Waste reduction",5600,Telecommunications,"Origin Energy",BOB-ESG-0596,PO-ESG-2805,80889.16,supplier_score,592.38,728.91,123.0,393.36,94.4,76,33568.78,0.30,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0597,TXN006805,PNG01,IT,"Information Technology","Renewable sourcing premium",6000,"Cost of Goods Sold","Green Freight",BOB-ESG-0597,PO-ESG-3228,2763.22,"tCO2e avoided",580.75,575.34,99.1,33.11,89.5,89,19229.92,-0.19,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0598,TXN006806,AUS01,OPS,"Operations & Logistics","Fleet emissions",5400,Travel,"Sustainable Packaging Co",BOB-ESG-0598,PO-ESG-9653,2909.71,"tCO2e avoided",511.06,426.40,83.4,450.31,89.8,48,-7842.45,-0.61,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0599,TXN006807,AUS01,ACT,"Australian Capital Territory","Waste reduction",5600,Telecommunications,"Green Freight",BOB-ESG-0599,PO-ESG-8693,101701.19,renewable_kwh,640.70,644.17,100.5,589.14,43.4,92,74956.26,0.25,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0600,TXN006808,NZL01,SA,"South Australia Operations","Renewable sourcing premium",6000,"Cost of Goods Sold","Sustainable Packaging Co",BOB-ESG-0600,PO-ESG-5656,39280.69,waste_kg_reduced,554.61,571.97,103.1,161.80,41.2,81,-38317.38,-0.33,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0601,TXN006809,AUS01,NT,"Northern Territory Operations","Waste reduction",5600,Telecommunications,"Carbon Neutral Pty Ltd",BOB-ESG-0601,PO-ESG-3728,58179.74,audit_evidence_count,622.25,513.94,82.6,250.14,73.6,77,74208.23,0.30,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0602,TXN006810,AUS01,IT,"Information Technology","Carbon offsets",5300,"Professional Services","Sustainable Packaging Co",BOB-ESG-0602,PO-ESG-5158,20329.20,renewable_kwh,135.59,118.78,87.6,392.01,41.3,65,-34504.45,-0.16,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0603,TXN006811,AUS01,CORP,"Corporate Head Office","Renewable sourcing premium",6000,"Cost of Goods Sold","Sustainable Packaging Co",BOB-ESG-0603,PO-ESG-8856,48733.49,audit_evidence_count,402.77,421.53,104.7,406.22,34.8,80,37662.14,-0.31,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0604,TXN006812,AUS01,FIN,"Finance & Accounting","Carbon offsets",5300,"Professional Services","Origin Energy",BOB-ESG-0604,PO-ESG-5287,119189.17,supplier_score,715.45,789.19,110.3,50.34,78.1,48,-11983.99,0.25,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0605,TXN006813,AUS01,MKT,"Marketing & Sales","Carbon offsets",5300,"Professional Services","Sustainable Packaging Co",BOB-ESG-0605,PO-ESG-5435,40907.11,renewable_kwh,86.68,57.86,66.8,148.61,23.1,83,51493.00,-0.68,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0606,TXN006814,AUS01,IT,"Information Technology","Compliance assurance",5320,"Audit Fees","Green Freight",BOB-ESG-0606,PO-ESG-5011,18856.18,"tCO2e avoided",59.81,45.64,76.3,226.07,3.8,51,17799.05,-0.58,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0607,TXN006815,AUS01,QLD,"Queensland Operations","Carbon offsets",5300,"Professional Services","Origin Energy",BOB-ESG-0607,PO-ESG-9897,94205.13,audit_evidence_count,136.93,103.48,75.6,186.74,70.0,60,-45471.23,-0.34,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0608,TXN006816,PNG01,CORP,"Corporate Head Office","Renewable sourcing premium",6000,"Cost of Goods Sold","Climate Active Advisor",BOB-ESG-0608,PO-ESG-8278,80531.53,audit_evidence_count,323.23,319.61,98.9,137.39,67.8,85,55047.51,0.18,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0609,TXN006817,AUS01,MKT,"Marketing & Sales","Carbon offsets",5300,"Professional Services","Climate Active Advisor",BOB-ESG-0609,PO-ESG-3791,2931.27,audit_evidence_count,66.78,72.42,108.4,158.57,43.4,95,-49574.15,0.13,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0610,TXN006818,AUS01,HR,"Human Resources","Carbon offsets",5300,"Professional Services","Green Freight",BOB-ESG-0610,PO-ESG-4170,33768.91,waste_kg_reduced,326.77,293.88,89.9,216.09,46.9,51,-49958.45,-0.34,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0611,TXN006819,AUS01,NT,"Northern Territory Operations","Sustainable packaging",5900,"Direct Materials","Climate Active Advisor",BOB-ESG-0611,PO-ESG-7023,10255.70,waste_kg_reduced,925.41,604.29,65.3,587.23,9.2,90,-30741.02,0.06,Yes,"ESG spend posted to non-ESG account or missing KPI link",Complete,"Needs review","Reclassify and link to KPI evidence",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0612,TXN006820,PNG01,CORP,"Corporate Head Office","Sustainable packaging",6010,"Direct Materials","Origin Energy",BOB-ESG-0612,PO-ESG-9634,64418.82,waste_kg_reduced,180.22,151.14,83.9,286.68,65.6,86,-18615.09,0.09,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0613,TXN006821,NZL01,NT,"Northern Territory Operations","Waste reduction",5600,Telecommunications,"Climate Active Advisor",BOB-ESG-0613,PO-ESG-5698,23951.08,waste_kg_reduced,285.75,320.02,112.0,537.62,39.3,60,29819.81,0.16,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0614,TXN006822,NZL01,TAS,"Tasmania Operations","Renewable sourcing premium",6000,"Cost of Goods Sold","Origin Energy",BOB-ESG-0614,PO-ESG-2182,109922.98,"tCO2e avoided",123.68,114.47,92.5,77.98,3.8,51,4460.71,-0.67,No,None,Missing,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
